"name","games","gs","mpg","fg","fga","fgp","two","twoa","twop","three","threea","threep","ft","fta","ftp","orb","drb","trb","apg","spg","bpg","tpg","pfpg","ppg","sos","allstar"
"John Stockton",107,27,31.6,4.8,8.6,0.559,NA,NA,NA,NA,NA,NA,2.9,4.1,0.719,NA,NA,2.2,5.2,2.4,0.1,2.8,2.4,12.5,-0.08,1
"Ed Stokes",121,54,20.8,3.1,6,0.515,3.1,6,0.515,0,0,NA,1.9,3.1,0.624,NA,NA,5.3,0.5,0.5,1.4,1.4,2.7,8.1,8.79,0
"Greg Stokes",120,59,30.6,5.9,10.8,0.545,NA,NA,NA,NA,NA,NA,3,4.6,0.646,NA,NA,6.7,1.1,0.9,1.9,2,2.8,14.7,6.92,0
"Jarnell Stokes",87,84,29.7,4.7,8.9,0.53,4.7,8.9,0.532,0,0,0,3.5,5.6,0.628,3.9,5.7,9.6,1.5,0.7,1.1,2.1,2.2,13,6.83,0
"Diamond Stone",35,22,23.1,4.8,8.4,0.568,4.8,8.4,0.568,0,0,NA,2.9,3.8,0.761,2.2,3.2,5.4,0.4,0.5,1.6,1.5,2.3,12.5,8.31,0
"Julyan Stone",138,129,30.9,1.8,4.3,0.425,1.5,2.9,0.504,0.4,1.4,0.265,1.8,2.9,0.617,0.7,4.8,5.5,5.2,1.5,0.4,1.9,2.3,5.8,2.3,0
"Awvee Storey",102,74,20.1,3.7,8.1,0.459,3.7,8,0.462,0,0.1,0.2,1.5,2.5,0.613,NA,NA,6.2,2.5,0.6,0.2,1.6,2.7,9,8.38,0
"Damon Stoudamire",123,92,29.8,5,10.9,0.457,2.8,5.4,0.514,2.2,5.5,0.402,2.8,3.5,0.804,NA,NA,3.8,5.4,1.4,0.1,3.1,2,15,8.93,0
"Salim Stoudamire",129,117,29.8,4.8,10.1,0.471,2.1,4.3,0.488,2.7,5.8,0.458,3,3.5,0.87,0.4,1.8,2.2,2,0.8,0.1,2,2.2,15.2,9.02,0
"Erick Strickland",127,84,25.5,4.2,9.6,0.439,2.8,5.6,0.504,1.4,4,0.349,2.7,3.4,0.776,NA,NA,4,3.3,2,0.3,2.6,2.8,12.5,6.23,0
"Mark Strickland",95,91,29.6,3.2,6.4,0.509,3.2,6.3,0.512,0,0,0,1,2.3,0.414,NA,NA,6.1,0.2,0.9,1.9,NA,NA,7.5,6.24,0
"Rod Strickland",87,71,33.1,6.6,12.3,0.534,NA,NA,0.562,NA,NA,0.464,3.1,5,0.626,NA,NA,3.4,6.4,2.3,0.2,2.9,2.1,16.6,4.44,0
"John Stroeder",98,49,27.2,3.8,7.5,0.507,NA,NA,NA,NA,NA,NA,2.1,3,0.688,NA,NA,5.9,1.1,0.5,0.5,1.7,2.7,9.7,-2.56,0
"Derek Strong",96,85,27.4,4.4,7.7,0.573,4.4,7.7,0.573,0,0,NA,4.7,5.8,0.802,NA,NA,8.4,0.7,0.8,0.6,2.2,3.2,13.4,0.72,0
"John Stroud",110,27,38.2,8.1,15.4,0.527,NA,NA,NA,NA,NA,NA,4.9,6.3,0.777,NA,NA,7.5,0.9,NA,NA,NA,2.9,21.2,6.47,0
"Rodney Stuckey",59,59,33.1,8.1,17.1,0.472,6.4,11.9,0.54,1.7,5.2,0.317,6.5,8.1,0.806,1.1,3.6,4.7,4.8,2.3,0.3,3.5,2.4,24.4,-1.48,0
"Jared Sullinger",74,72,31,6.1,11.5,0.53,5.8,10.8,0.541,0.3,0.7,0.365,4.9,6.7,0.733,3.3,6.4,9.7,1.2,1.1,0.8,1.8,2.7,17.3,8.73,0
"DaJuan Summers",101,98,27.6,3.6,8.3,0.439,2.2,4.2,0.522,1.4,4.1,0.353,2.5,3.4,0.727,1.3,3.1,4.4,1.3,1,0.6,2.2,2.4,11.2,8.56,0
"Jon Sundvold",128,114,33.5,4.9,9.9,0.493,NA,NA,NA,NA,NA,NA,2.7,3.1,0.848,NA,NA,2,3,0.8,0.1,2.1,1.8,12.5,5.43,0
"Bob Sura",119,98,33.6,6.1,13.7,0.45,4.3,8.3,0.523,1.8,5.4,0.336,3.8,5.8,0.652,NA,NA,6,3.7,1.8,0.3,3.4,2.5,17.9,10,0
"Dane Suttle",105,57,28.5,6.5,12.1,0.534,NA,NA,NA,NA,NA,NA,3.2,4,0.814,NA,NA,2.3,3.4,1,0.1,2.8,2.6,16.2,1.26,0
"Greg Sutton",28,27,33.4,7.6,20.1,0.379,4.7,11.2,0.419,3,9,0.331,3.7,5.6,0.656,NA,NA,4.3,3.2,1.6,0.5,3.9,3.7,21.9,6.57,0
"Caleb Swanigan",69,69,29.2,5.1,10.2,0.501,4.2,7.9,0.537,0.9,2.3,0.376,3.3,4.4,0.76,2.2,8.2,10.4,2.4,0.4,0.5,3,2.5,14.4,8.12,0
"Mike Sweetney",96,95,29,6.3,11.6,0.544,6.3,11.6,0.546,0,0,0,5.6,7.7,0.727,3.6,5.6,9.2,1.8,1.1,1.9,2.5,2.3,18.2,4.02,0
"Stromile Swift",50,40,26.6,5.1,9,0.56,4.9,8.4,0.585,0.2,0.7,0.242,3.1,5.1,0.613,NA,NA,7,0.7,1.3,2.6,2.5,2.6,13.4,5.92,0
"Aaron Swinson",82,53,32.3,7,11.5,0.609,7,11.5,0.611,0,0,0,2.9,4.6,0.625,NA,NA,7.8,1,0.8,0.3,NA,NA,16.9,7.9,0
"Larry Sykes",105,34,19.1,2.3,4.5,0.511,2.3,4.5,0.512,0,0,0,1.2,2.2,0.54,NA,NA,5.2,1,0.7,0.2,NA,NA,5.8,1.27,0
"Wally Szczerbiak",105,27,30.4,6.4,12.5,0.512,4.4,8,0.558,1.9,4.5,0.431,2.9,3.5,0.809,NA,NA,6.3,2.2,0.8,0.8,2.4,2.7,17.6,1.95,1
"Chris Taft",65,53,26,4.9,8.7,0.569,4.9,8.7,0.569,0,0,NA,2.1,3.7,0.564,3.1,4.4,7.5,1.1,0.4,1.7,1.4,1.5,12,6.11,0
"Roy Tarpley",122,83,26.5,5.2,9.9,0.522,NA,NA,NA,NA,NA,NA,2.8,3.6,0.774,NA,NA,7.8,1.1,0.8,2.1,2.1,2.6,13.1,7.68,0
"Earl Tatum",103,NA,34.6,5.3,11,0.478,NA,NA,NA,NA,NA,NA,1.4,2.1,0.698,NA,NA,5.5,1.5,NA,NA,NA,3,12,4.04,0
"Jayson Tatum",29,27,33.3,5.7,12.6,0.452,4.3,8.6,0.504,1.4,4,0.342,4.1,4.8,0.849,1.3,6,7.3,2.1,1.3,1.1,2.6,3,16.8,10.91,1
"Anthony Taylor",115,114,36,6.2,13.2,0.47,NA,NA,0.477,NA,NA,0.403,3.9,5,0.795,NA,NA,4,2.6,1.3,0.2,2.6,2.9,16.9,5.25,0
"Brian Taylor",51,NA,NA,9.9,19.5,0.51,NA,NA,NA,NA,NA,NA,4.4,5.8,0.763,NA,NA,6,NA,NA,NA,NA,2.9,24.3,-0.74,0
"Isaiah Taylor",92,92,30.8,4.5,11.1,0.404,4.1,9.8,0.419,0.4,1.3,0.294,4.3,5.4,0.792,0.4,2.7,3.1,4.5,1,0.1,2.3,2.5,13.6,9.98,0
"Jay Taylor",115,79,29.3,6.2,12.1,0.513,NA,NA,0.56,NA,NA,0.375,3.6,4.8,0.743,NA,NA,4.3,2.5,1.2,0.1,2.6,2.1,16.7,-1.07,0
"Jeff Taylor",115,85,30.8,4.9,9.6,0.509,NA,NA,NA,NA,NA,NA,2.6,3.4,0.779,NA,NA,3.4,2.2,0.9,0.5,NA,NA,12.4,3.48,0
"Jeffery Taylor",134,133,29.3,5,10.3,0.483,4.1,7.9,0.52,0.9,2.4,0.358,3.4,4.9,0.693,2.1,3.5,5.6,1.9,1.1,0.4,2.3,2.3,14.2,6.64,0
"Jermaine Taylor",122,60,25.8,5.8,12.5,0.466,3.8,7,0.536,2.1,5.5,0.376,2.5,3.3,0.764,1.5,2.3,3.9,1.4,0.9,0.4,2.2,1.7,16.2,0.56,0
"Leonard Taylor",104,42,33,5.5,10.3,0.538,NA,NA,0.565,NA,NA,0.39,4.2,5.5,0.771,NA,NA,7.5,0.8,0.5,0.5,1.8,3,15.5,4.82,0
"Maurice Taylor",98,94,28.5,5.4,10.8,0.497,5.3,10.7,0.5,0.1,0.2,0.313,2.1,3.2,0.642,NA,NA,6.1,1.2,0.6,0.9,2.1,2.9,12.9,9.34,0
"Mike Taylor",31,30,35,5.3,14.2,0.376,2.8,7.3,0.391,2.5,6.9,0.36,2.8,4.2,0.682,0.7,3.4,4.1,4.5,1.1,0.1,5.4,2.9,16,5.19,0
"Tyshawn Taylor",146,126,27.7,3.8,7.9,0.477,3,5.7,0.518,0.8,2.2,0.37,2.5,3.5,0.708,0.3,1.9,2.2,3.9,1.2,0.2,2.6,2.1,10.8,8.42,0
"Vince Taylor",120,27,35.4,4.8,9.5,0.503,NA,NA,NA,NA,NA,NA,2.6,4,0.645,NA,NA,2.9,1.8,1.6,0.2,2.6,2.7,12.1,7.88,0
"Terry Teagle",110,81,35.1,8,14.8,0.538,NA,NA,NA,NA,NA,NA,4,5.3,0.755,NA,NA,7.3,1.5,1.1,0.5,2.6,2.3,19.9,4.09,0
"Jeff Teague",61,52,30.9,5.2,11.2,0.462,3.9,8.2,0.477,1.3,3,0.421,4.8,5.9,0.812,0.5,2.5,3,3,1.9,0.6,3,2.3,16.4,8.09,1
"Marquis Teague",40,40,32.6,3.6,8.8,0.412,3,6.8,0.438,0.7,2,0.325,2.1,3,0.714,0.4,2.1,2.5,4.8,0.9,0.3,2.7,2.3,10,7.93,0
"Collis Temple",115,78,24,3.3,7.5,0.438,1.8,3.5,0.514,1.5,4,0.372,2.1,2.7,0.766,0.9,2.8,3.7,1.7,1,0.3,1.9,2,10.1,6.52,0
"Garrett Temple",134,131,33.1,2.2,5.9,0.371,1.3,2.9,0.47,0.8,3,0.278,1.5,1.9,0.783,0.8,2.9,3.7,3.6,1.4,0.8,2.2,2.6,6.7,6.28,0
"Jason Terry",129,47,25.1,3.8,8.6,0.443,2.3,4.6,0.503,1.5,4,0.374,2.3,2.9,0.784,NA,NA,2.3,3.8,1.9,0.1,2.4,1.4,11.3,9.04,0
"Hasheem Thabeet",100,99,29.3,3.6,5.9,0.611,3.6,5.9,0.611,0,0,NA,3.1,5,0.625,3,5.4,8.5,0.4,0.4,4.2,1.8,2.6,10.3,7.14,0
"Reggie Theus",91,NA,25.3,4.7,10,0.469,NA,NA,NA,NA,NA,NA,3.5,4.4,0.81,NA,NA,4.3,4.4,1,NA,2.9,3,12.9,1.37,1
"Peter Thibeaux",106,89,27.9,5.7,10.1,0.563,NA,NA,NA,NA,NA,NA,2.7,3.7,0.727,NA,NA,6.1,0.9,0.9,0.9,2.3,3.2,14.1,0.43,0
"David Thirdkill",94,NA,35.8,5.2,10.4,0.499,NA,NA,NA,NA,NA,NA,3,4.5,0.667,NA,NA,5.6,2.2,0.6,NA,NA,3.1,13.4,2.76,0
"Adonis Thomas",55,44,27.5,4.1,9.5,0.426,3.3,7.2,0.458,0.7,2.3,0.325,1.9,2.5,0.745,1.3,2.8,4,1.5,0.6,0.7,1.5,1.4,10.7,3.99,0
"Billy Thomas",137,36,17.3,3,7,0.427,1,1.9,0.526,2,5,0.389,0.5,0.7,0.722,NA,NA,2.1,1.2,0.9,0.1,0.9,0.9,8.4,7.93,0
"Carl Thomas",113,28,25.7,3.7,7.7,0.475,2,3.8,0.535,1.6,3.9,0.418,1.5,2,0.753,NA,NA,4,2.2,1.1,0.4,1.6,2.5,10.4,0.6,0
"Charles Thomas",109,33,20.6,2.3,5.1,0.447,1.2,2.2,0.563,1.1,2.9,0.361,0.8,1.1,0.742,NA,NA,3.2,2.2,1.2,0.1,NA,NA,6.5,0.6,0
"Etan Thomas",122,109,26.8,4.1,6.8,0.6,4.1,6.8,0.6,0,0,NA,2.9,4.8,0.598,NA,NA,6.9,0.4,0.7,3.5,1.7,2.8,11,7.19,0
"Irving Thomas",109,60,22,3.3,6.7,0.493,NA,NA,0.497,NA,NA,0,1.9,2.9,0.668,NA,NA,4.9,0.7,0.7,0.5,1.6,2.7,8.6,7.19,0
"Isaiah Thomas",105,104,30.4,5.3,12.4,0.426,3.7,7.6,0.49,1.6,4.8,0.325,4.3,6,0.713,0.7,2.8,3.5,4,1.2,0.1,2.7,2,16.4,7.81,1
"Isiah Thomas",63,63,34.5,5.8,10.9,0.534,NA,NA,NA,NA,NA,NA,3.7,5,0.756,NA,NA,3.5,5.7,2.2,0.2,3.9,3.3,15.4,10.45,1
"Jamel Thomas",124,93,29.9,5.5,13.3,0.413,3.9,8.6,0.451,1.6,4.7,0.342,3.3,4.5,0.736,NA,NA,5.9,2,1.3,0.3,3,2.7,15.9,8.46,0
"James Thomas",134,96,21.6,3,6,0.508,3,6,0.508,0,0,NA,2.5,4.2,0.603,3,5,8,0.4,0.5,0.8,1.4,2.5,8.6,9.14,0
"Jim Thomas",113,65,23.3,2.6,5.1,0.512,NA,NA,NA,NA,NA,NA,1.4,1.9,0.773,NA,NA,4.2,2.4,0.9,0.1,1.6,1.8,6.6,8.44,0
"John Thomas",124,99,20.7,2.8,5.7,0.496,2.8,5.7,0.497,0,0,0,1.5,2.8,0.536,NA,NA,5.1,0.7,0.6,0.8,1.5,2.4,7.1,8.18,0
"Kenny Thomas",123,90,32,5.4,10.1,0.537,4.9,8.6,0.569,0.5,1.5,0.353,4.3,5.9,0.74,NA,NA,8.4,2.1,0.9,1.9,2.9,3.1,15.7,3.23,0
"Kurt Thomas",87,54,23.7,6.6,12.7,0.524,6.5,12,0.54,0.2,0.7,0.25,3.9,5.7,0.682,NA,NA,9,1.2,1,1.9,2.2,3.3,17.4,1.28,0
"Lance Thomas",140,101,19.7,1.7,3.2,0.525,1.7,3.2,0.525,0,0,NA,1.3,2.1,0.6,1.8,1.8,3.6,0.5,0.6,0.2,1.2,2.8,4.6,9.51,0
"Malcolm Thomas",39,29,26.5,3.8,9.9,0.387,2.6,6.6,0.39,1.3,3.3,0.38,1.8,2.4,0.772,1.4,2.7,4.1,0.7,1.1,0.3,1.7,2.3,10.8,-4.25,0
"Tim Thomas",32,31,31.4,5.8,13,0.45,4.4,8.6,0.507,1.5,4.4,0.336,3.8,4.8,0.796,NA,NA,6,2.1,1.8,1,2.8,2.8,16.9,9.44,0
"Tyrus Thomas",32,21,25.9,4.8,7.8,0.608,4.7,7.8,0.606,0,0,1,2.8,4.3,0.657,2.8,6.4,9.2,1.3,1,3.1,1.8,2.6,12.3,8.77,0
"Trey Thompkins",89,81,29.5,6,12.8,0.469,5.1,10.3,0.496,0.9,2.5,0.357,2.8,3.8,0.729,2,5.8,7.8,1.4,1,1.3,2.6,2.2,15.7,6.56,0
"Bernard Thompson",121,NA,28.6,4.4,7.7,0.577,NA,NA,0.59,NA,NA,NA,3.1,4.1,0.754,NA,NA,4.6,1.6,1.2,0.4,1.6,2.7,12,2.4,0
"Billy Thompson",143,105,28.4,4.6,8.6,0.528,NA,NA,0.488,NA,NA,NA,2.7,3.7,0.719,NA,NA,6.5,3.2,0.8,1.3,3.3,3,11.8,8.91,0
"Brooks Thompson",123,102,30.4,4.6,10.4,0.441,2.4,4.9,0.487,2.2,5.5,0.4,2.3,3,0.753,NA,NA,3.4,4.7,2.2,0.1,3,2.5,13.6,6.54,0
"Corny Thompson",114,84,34.8,5.8,11.7,0.494,NA,NA,NA,NA,NA,NA,4.4,5.6,0.781,NA,NA,8.9,1.9,1.6,NA,NA,3.4,15.9,-0.09,0
"David Thompson",86,NA,35.4,10.9,19.7,0.553,NA,NA,NA,NA,NA,NA,5,6.6,0.763,NA,NA,8.1,NA,NA,NA,NA,2.8,26.8,7.55,1
"Dijon Thompson",117,72,27.8,4.6,10,0.464,3.5,6.8,0.51,1.1,3.1,0.362,2.1,2.7,0.781,1.4,3.3,4.7,2,1.1,0.3,2.4,1.8,12.5,8.61,0
"Hollis Thompson",99,57,24.6,3.1,6.5,0.478,1.8,3.6,0.508,1.3,2.9,0.44,1.2,1.7,0.676,1.1,3,4.1,1.1,0.8,0.4,1.1,2.3,8.7,9.21,0
"Jason Thompson",122,112,32.1,6.2,11.8,0.526,6,11,0.544,0.2,0.8,0.291,4,6,0.667,3,6.6,9.6,2,0.9,1.9,2.6,3,16.7,-3.38,0
"Kevin Thompson",118,88,27.8,4.5,7.6,0.588,4.5,7.6,0.592,0,0.1,0.143,1.6,2.8,0.563,NA,NA,6.9,1.4,0.5,1.3,1.4,2.3,10.6,10.03,0
"Klay Thompson",98,96,34.4,6.1,14.4,0.424,3.6,8.1,0.45,2.5,6.3,0.39,3.2,3.9,0.827,0.9,3.9,4.8,2.6,1.3,0.8,2.9,2.5,17.9,6.32,1
"LaSalle Thompson",87,57,35.9,6.7,12.1,0.553,NA,NA,NA,NA,NA,NA,3.4,4.8,0.713,NA,NA,11.8,1,0.5,1.7,NA,3.3,16.8,2.42,0
"Mychal Thompson",96,NA,NA,8.6,15.1,0.567,NA,NA,NA,NA,NA,NA,3.6,5.2,0.692,NA,NA,10,2,1,NA,NA,3.4,20.8,6.53,0
"Mychel Thompson",128,114,29.1,3.8,10.7,0.357,2.3,6.1,0.38,1.5,4.6,0.326,1.9,2.5,0.76,1.3,3,4.3,1.6,1.1,0.6,1.7,2.1,11,1.05,0
"Paul Thompson",112,82,34.4,6.7,14.1,0.477,NA,NA,0.485,NA,NA,0.778,3.1,3.9,0.776,NA,NA,8.1,1.7,1.2,0.8,2.5,2.7,16.6,4.47,0
"Stephen Thompson",144,106,27.3,5.6,9.9,0.56,5.4,9.3,0.576,0.2,0.6,0.302,2.3,4.3,0.527,NA,NA,4.2,1.8,1.3,0.3,1.8,1.8,13.6,8.71,0
"Tristan Thompson",128,99,25.5,3.6,8.2,0.439,2.2,4.6,0.472,1.4,3.6,0.396,4.1,5,0.816,0.6,2.1,2.8,1.3,0.6,0.1,1.7,1.8,12.7,-3.82,0
"Al Thornton",124,69,22,4.4,8.3,0.528,3.9,7.2,0.543,0.5,1.2,0.438,3,4.2,0.701,2.1,3.1,5.2,0.7,0.8,0.6,1.7,2.3,12.3,7.69,0
"Bob Thornton",85,52,22.4,3.8,6.4,0.593,NA,NA,NA,NA,NA,NA,2,3.3,0.618,NA,NA,5.8,1,0.5,0.3,1.8,2.6,9.6,2.37,0
"Marcus Thornton",66,65,32.7,7.1,15.6,0.455,4.5,8.9,0.51,2.5,6.7,0.382,3.7,4.8,0.771,2,3.5,5.5,1.8,1.5,0.3,2,2,20.4,4.46,0
"Sindarius Thornwell",132,132,31.8,4.5,11.5,0.392,3.2,7.5,0.42,1.4,4,0.339,4.3,5.6,0.771,1.6,3.6,5.2,3,1.5,0.6,2.5,2.4,14.7,7.8,0
"Otis Thorpe",113,99,32.8,5.5,9.6,0.575,NA,NA,NA,NA,NA,NA,3.3,5.1,0.653,NA,NA,8,0.9,0.7,0.9,2.4,3.2,14.4,4.04,1
"Nate Thurmond",76,NA,NA,7.1,16.5,0.431,NA,NA,NA,NA,NA,NA,3.7,5.8,0.633,NA,NA,16.6,NA,NA,NA,NA,2.1,17.8,1.49,1
"Darren Tillis",105,27,NA,6,11.1,0.544,NA,NA,NA,NA,NA,NA,1.5,2.5,0.596,NA,NA,10,1.1,0.7,1.9,NA,3.1,13.6,-5.93,0
"Jamaal Tinsley",68,68,32.5,4.2,10.8,0.388,3.4,8.4,0.405,0.8,2.3,0.327,3.4,4.9,0.685,0.7,3.8,4.5,6.3,2.6,0.8,4,2.9,12.5,6.01,0
"Wayman Tisdale",104,101,35.1,10.4,17.9,0.578,NA,NA,NA,NA,NA,NA,4.9,7.4,0.661,NA,NA,10.1,0.9,0.9,2,2.1,3,25.6,4.85,0
"Mike Tobey",138,48,16.3,2.9,5.4,0.531,2.8,5.3,0.537,0,0.1,0.316,1,1.5,0.704,1.6,2.4,4,0.4,0.2,0.7,0.8,1.9,6.8,7.76,0
"Ray Tolbert",127,123,32.6,4.7,8.8,0.529,NA,NA,NA,NA,NA,NA,1.9,2.8,0.681,NA,NA,6.9,1.2,0.7,1.2,2.1,2.9,11.2,8.91,0
"Tom Tolbert",76,59,25.1,4.7,8.9,0.526,NA,NA,0.533,NA,NA,0.45,3.3,4.3,0.767,NA,NA,5.5,0.8,0.6,0.4,1.9,2.6,12.8,4.16,0
"Anthony Tolliver",124,93,21.5,2.9,5.8,0.491,2.7,5.3,0.506,0.2,0.5,0.333,2.2,3.3,0.671,1.8,3.1,4.9,1.1,0.6,1.1,1.4,2.3,8.1,4.21,0
"Rudy Tomjanovich",72,70,NA,10.6,22.1,0.481,NA,NA,NA,NA,NA,NA,3.9,5.7,0.68,NA,NA,14.4,NA,NA,NA,NA,3,25.1,6.17,1
"Sedric Toney",59,NA,30.5,4.7,9.6,0.492,NA,NA,NA,NA,NA,NA,2.7,3.8,0.726,NA,NA,2.7,3.2,0.9,0.1,2.6,3.3,12.2,4.74,0
"Andy Toolson",117,78,27,4,8.3,0.487,NA,NA,0.515,NA,NA,0.437,2.6,3.4,0.776,NA,NA,4.6,1.7,0.7,0.2,1.1,2.3,11.9,3.77,0
"Bernard Toone",118,NA,20.3,4,8.2,0.491,NA,NA,NA,NA,NA,NA,1.3,1.6,0.797,NA,NA,4.1,0.9,NA,NA,NA,2.4,9.3,4.41,0
"Monte Towe",86,NA,32,4.7,9.7,0.487,NA,NA,NA,NA,NA,NA,1.6,2.2,0.758,NA,NA,1.8,NA,NA,NA,NA,2.7,11.1,7.55,0
"Keith Tower",117,5,20.1,1.8,4,0.434,1.8,4,0.436,0,0,0,0.9,1.5,0.573,NA,NA,4.6,0.9,0.4,0.6,NA,2.7,4.4,8.55,0
"Karl-Anthony Towns",39,39,21.1,3.7,6.6,0.566,3.7,6.4,0.577,0.1,0.2,0.25,2.8,3.4,0.813,2.4,4.3,6.7,1.1,0.5,2.3,1.4,2.9,10.3,8.67,1
"Raymond Townsend",101,NA,27.2,3.5,7.1,0.499,NA,NA,NA,NA,NA,NA,0.9,1.2,0.783,NA,NA,1.9,2.7,NA,NA,NA,1.3,8,6.3,0
"Robert Traylor",91,73,27.3,5.5,9.6,0.566,5.5,9.6,0.566,0,0,0,2.4,4.4,0.545,NA,NA,8.2,1.5,1.1,1.1,2.9,3.2,13.3,9.57,0
"Gary Trent",93,90,34.8,8.6,14.9,0.573,8.4,14.2,0.59,0.2,0.7,0.246,5.4,7.8,0.687,NA,NA,11.3,2,0.6,1.1,3.3,2.2,22.7,0.22,0
"Jeff Trepagnier",106,75,27.3,4.1,8.6,0.471,3.5,6.7,0.521,0.6,1.9,0.298,1.9,2.9,0.659,NA,NA,5.2,1.4,1.9,1,1.8,2.6,10.6,8.68,0
"Kelly Tripucka",112,81,27.3,5.6,10.3,0.548,NA,NA,NA,NA,NA,NA,4.1,5.2,0.798,NA,NA,5.4,1.9,NA,NA,NA,2.3,15.3,4.18,1
"Alando Tucker",134,126,32.1,6,12.4,0.48,5.2,10,0.522,0.8,2.5,0.307,3.9,6.1,0.636,2.3,3.4,5.7,1.6,0.8,0.2,1.7,1.6,16.5,7.56,0
"Anthony Tucker",113,80,25.6,4.3,8.8,0.486,4.2,8.5,0.494,0.1,0.3,0.25,1.8,2.8,0.655,NA,NA,4.7,2.1,0.8,0.4,2.3,1.7,10.5,8.08,0
"Trent Tucker",115,NA,33.2,5.5,11,0.499,NA,NA,NA,NA,NA,NA,1.6,2.1,0.772,NA,NA,3.4,1.9,1.4,NA,NA,2.2,12.6,8.55,0
"Ronny Turiaf",127,73,25.5,4.2,8.2,0.518,4.2,8,0.524,0,0.1,0.222,5.1,7.1,0.715,2.1,4.7,6.8,1,0.5,1.4,2.1,2.9,13.6,3.06,0
"Andre Turner",132,62,33,4.4,9.1,0.487,NA,NA,NA,NA,NA,NA,2.1,2.7,0.757,NA,NA,1.7,5.8,2.1,0.1,3.1,2.1,10.9,5.27,0
"Elston Turner",113,27,36.4,6.7,13.2,0.504,NA,NA,NA,NA,NA,NA,2.6,3.7,0.709,NA,NA,7.3,2.1,1.3,0.1,2.8,3,16,6.9,0
"Evan Turner",101,94,32.8,5.3,10.6,0.502,4.8,9.1,0.525,0.5,1.5,0.362,3.8,5,0.758,1.5,5.3,6.8,4.1,1.6,0.7,3.5,2.7,15,7.86,0
"Henry Turner",114,78,27.1,4.5,9.6,0.467,NA,NA,0.478,NA,NA,0.352,2.4,3.6,0.673,NA,NA,5.5,1.6,1.1,0.4,1.8,2.3,11.7,2.79,0
"Jeff Turner",117,29,28.4,4.4,8.8,0.506,NA,NA,NA,NA,NA,NA,2,2.6,0.772,NA,NA,5.3,1.2,0.5,0.2,2,3.2,10.9,7.3,0
"Myles Turner",34,7,22.2,3.4,7.6,0.455,2.9,5.7,0.513,0.5,1.8,0.274,2.8,3.3,0.839,1.3,5.2,6.5,0.6,0.3,2.6,1.4,2.4,10.1,9.07,0
"Wayne Turner",151,93,23.4,3,6.2,0.488,2.8,5.4,0.513,0.3,0.8,0.319,1.5,2.3,0.629,NA,NA,2.5,3.3,1.6,0.2,1.9,1.9,7.7,9.79,0
"Melvin Turpin",123,95,27,5.1,8.6,0.591,NA,NA,NA,NA,NA,NA,2.1,3,0.696,NA,NA,5.9,0.6,0.6,1.8,1.7,2.6,12.3,9.03,0
"Jack Twyman",90,NA,35,6.9,16.4,0.421,NA,NA,NA,NA,NA,NA,3.9,5.6,0.698,NA,NA,13.8,NA,NA,NA,NA,3.2,17.8,3.57,1
"Edwin Ubiles",131,121,31.5,6,12.1,0.497,5.2,9.8,0.53,0.8,2.2,0.353,2,3,0.672,1.2,3.1,4.3,2.1,1.2,0.7,2.1,1.2,14.8,-1.63,0
"Ekpe Udoh",103,67,27.2,3.3,7,0.472,3.2,6.6,0.485,0.1,0.4,0.289,1.6,2.5,0.649,2.5,3.8,6.3,1.5,0.8,2.8,1.5,2.2,8.4,7.6,0
"Ime Udoka",45,24,29.3,2.7,7.2,0.377,2.2,5.2,0.415,0.6,2,0.283,2.4,3.4,0.717,2.4,4.8,4.8,2,1,0.3,3.7,1.6,8.5,0.61,0
"Tyler Ulis",72,35,30.1,3.6,8.4,0.427,2.4,5.1,0.462,1.2,3.3,0.371,2.9,3.4,0.846,0.5,1.9,2.4,5.3,1.2,0.1,1.5,1.7,11.3,8.76,0
"Wes Unseld",82,NA,NA,7.7,13.8,0.558,NA,NA,NA,NA,NA,NA,5.2,8,0.651,NA,NA,18.9,NA,NA,NA,NA,2.5,20.6,6.62,1
"Kelvin Upshaw",84,67,29.7,5.8,11.5,0.504,NA,NA,NA,NA,NA,NA,3,3.8,0.797,NA,NA,3,3.8,1.5,0.2,2.5,2.6,14.6,2.74,0
"Jarrod Uthoff",100,67,26.5,4.6,10.2,0.45,3.2,6.6,0.486,1.4,3.6,0.383,2.5,3.1,0.795,1.5,4.3,5.8,1.2,0.8,1.8,1,1.4,13,8.18,0
"Ben Uzoh",141,140,32.3,4.7,10.3,0.454,3.4,6.8,0.508,1.2,3.5,0.349,3.3,4.2,0.782,1.2,3.8,5,3,1.1,0.7,2.4,1.7,13.8,2.63,0
"Darnell Valentine",118,114,33.1,5.4,11.4,0.476,NA,NA,NA,NA,NA,NA,4.6,6.4,0.718,NA,NA,3.6,5.2,2.8,0.2,NA,3.5,15.4,4.42,0
"Denzel Valentine",144,116,29,4,9.1,0.442,2.2,4.6,0.476,1.8,4.5,0.408,1.5,2,0.779,1.1,4.8,5.9,4.4,0.9,0.3,2.2,2.1,11.4,9.21,0
"Ronnie Valentine",101,NA,33,9.5,18.5,0.515,NA,NA,NA,NA,NA,NA,2.8,3.8,0.726,NA,NA,9.4,NA,NA,NA,NA,NA,21.8,-4.19,0
